product_id,product_key,product_name,product_cost,product_category,start_date,end_date
462,CL-GL-GL-H102-S,HALF-FINGER GLOVES- S,10.0,Sports,2012-07-01,2008-12-27
463,CL-GL-GL-H102-S,HALF-FINGER GLOVES- S,9.0,Sports,2013-07-01,
464,CL-GL-GL-H102-M,HALF-FINGER GLOVES- M,10.0,Sports,2012-07-01,2008-12-27
465,CL-GL-GL-H102-M,HALF-FINGER GLOVES- M,9.0,Sports,2013-07-01,
466,CL-GL-GL-H102-L,HALF-FINGER GLOVES- L,10.0,Sports,2012-07-01,2008-12-27
467,CL-GL-GL-H102-L,HALF-FINGER GLOVES- L,9.0,Sports,2013-07-01,
468,CL-GL-GL-F110-S,FULL-FINGER GLOVES- S,16.0,Mountain,2012-07-01,2008-12-27
469,CL-GL-GL-F110-M,FULL-FINGER GLOVES- M,16.0,Mountain,2012-07-01,2008-12-27
470,CL-GL-GL-F110-L,FULL-FINGER GLOVES- L,16.0,Mountain,2012-07-01,2008-12-27
471,CL-VE-VE-C304-S,CLASSIC VEST- S,24.0,Sports,2013-07-01,
472,CL-VE-VE-C304-M,CLASSIC VEST- M,24.0,Sports,2013-07-01,
473,CL-VE-VE-C304-L,CLASSIC VEST- L,24.0,Sports,2013-07-01,
474,CL-SH-SH-W890-S,WOMEN'S MOUNTAIN SHORTS- S,26.0,Mountain,2013-07-01,
475,CL-SH-SH-W890-M,WOMEN'S MOUNTAIN SHORTS- M,26.0,Mountain,2013-07-01,
476,CL-SH-SH-W890-L,WOMEN'S MOUNTAIN SHORTS- L,26.0,Mountain,2013-07-01,
477,AC-BC-WB-H098,WATER BOTTLE - 30 OZ.,2.0,Sports,2013-07-01,
478,AC-BC-BC-M005,MOUNTAIN BOTTLE CAGE,4.0,Mountain,2013-07-01,
479,AC-BC-BC-R205,ROAD BOTTLE CAGE,3.0,Roadways,2013-07-01,
480,AC-TT-PK-7098,PATCH KIT/8 PATCHES,1.0,Sports,2013-07-01,
481,CL-SO-SO-R809-M,RACING SOCKS- M,3.0,Roadways,2013-07-01,
482,CL-SO-SO-R809-L,RACING SOCKS- L,3.0,Roadways,2013-07-01,
483,AC-BR-RA-H123,HITCH RACK - 4-BIKE,45.0,Sports,2013-07-01,
484,AC-CL-CL-9009,BIKE WASH - DISSOLVER,3.0,Sports,2013-07-01,
485,AC-FE-FE-6654,FENDER SET - MOUNTAIN,8.0,Mountain,2013-07-01,
486,AC-BS-ST-1401,ALL-PURPOSE BIKE STAND,59.0,Mountain,2013-07-01,
487,AC-HP-HY-1023-70,HYDRATION PACK - 70 OZ.,21.0,Sports,2013-07-01,
488,CL-JE-SJ-0194-S,SHORT-SLEEVE CLASSIC JERSEY- S,42.0,Sports,2013-07-01,
489,CL-JE-SJ-0194-M,SHORT-SLEEVE CLASSIC JERSEY- M,42.0,Sports,2013-07-01,
490,CL-JE-SJ-0194-L,SHORT-SLEEVE CLASSIC JERSEY- L,42.0,Sports,2013-07-01,
491,CL-JE-SJ-0194-X,SHORT-SLEEVE CLASSIC JERSEY- XL,42.0,Sports,2013-07-01,
492,CO-TF-FR-T98Y-60,HL TOURING FRAME - YELLOW- 60,602.0,Touring,2013-07-01,
493,CO-TF-FR-T67Y-62,LL TOURING FRAME - YELLOW- 62,200.0,Touring,2013-07-01,
494,CO-TF-FR-T98Y-46,HL TOURING FRAME - YELLOW- 46,602.0,Touring,2013-07-01,
495,CO-TF-FR-T98Y-50,HL TOURING FRAME - YELLOW- 50,602.0,Touring,2013-07-01,
496,CO-TF-FR-T98Y-54,HL TOURING FRAME - YELLOW- 54,602.0,Touring,2013-07-01,
497,CO-TF-FR-T98U-46,HL TOURING FRAME - BLUE- 46,602.0,Touring,2013-07-01,
498,CO-TF-FR-T98U-50,HL TOURING FRAME - BLUE- 50,602.0,Touring,2013-07-01,
499,CO-TF-FR-T98U-54,HL TOURING FRAME - BLUE- 54,602.0,Touring,2013-07-01,
500,CO-TF-FR-T98U-60,HL TOURING FRAME - BLUE- 60,602.0,Touring,2013-07-01,
501,CO-DE-RD-2308,REAR DERAILLEUR,54.0,Unknown,2013-07-01,
502,CO-TF-FR-T67U-50,LL TOURING FRAME - BLUE- 50,200.0,Touring,2013-07-01,
503,CO-TF-FR-T67U-54,LL TOURING FRAME - BLUE- 54,200.0,Touring,2013-07-01,
504,CO-TF-FR-T67U-58,LL TOURING FRAME - BLUE- 58,200.0,Touring,2013-07-01,
505,CO-TF-FR-T67U-62,LL TOURING FRAME - BLUE- 62,200.0,Touring,2013-07-01,
506,CO-TF-FR-T67Y-44,LL TOURING FRAME - YELLOW- 44,200.0,Touring,2013-07-01,
507,CO-TF-FR-T67Y-50,LL TOURING FRAME - YELLOW- 50,200.0,Touring,2013-07-01,
508,CO-TF-FR-T67Y-54,LL TOURING FRAME - YELLOW- 54,200.0,Touring,2013-07-01,
509,CO-TF-FR-T67Y-58,LL TOURING FRAME - YELLOW- 58,200.0,Touring,2013-07-01,
510,CO-TF-FR-T67U-44,LL TOURING FRAME - BLUE- 44,200.0,Touring,2013-07-01,
511,CO-MF-FR-M63S-40,ML MOUNTAIN FRAME-W - SILVER- 40,199.0,Mountain,2013-07-01,
512,CO-MF-FR-M63S-42,ML MOUNTAIN FRAME-W - SILVER- 42,199.0,Mountain,2013-07-01,
513,CO-MF-FR-M63S-46,ML MOUNTAIN FRAME-W - SILVER- 46,199.0,Mountain,2013-07-01,
514,CO-BR-RB-9231,REAR BRAKES,47.0,Unknown,2013-07-01,
515,CO-SA-SE-M236,LL MOUNTAIN SEAT/SADDLE,12.0,Mountain,2013-07-01,
516,CO-SA-SE-M798,ML MOUNTAIN SEAT/SADDLE,17.0,Mountain,2013-07-01,
517,CO-SA-SE-M940,HL MOUNTAIN SEAT/SADDLE,23.0,Mountain,2013-07-01,
518,CO-SA-SE-R581,LL ROAD SEAT/SADDLE,12.0,Roadways,2013-07-01,
519,CO-SA-SE-R908,ML ROAD SEAT/SADDLE,17.0,Touring,2013-07-01,
520,CO-SA-SE-R995,HL ROAD SEAT/SADDLE,23.0,Roadways,2013-07-01,
521,CO-SA-SE-T312,LL TOURING SEAT/SADDLE,12.0,Touring,2013-07-01,
522,CO-SA-SE-T762,ML TOURING SEAT/SADDLE,17.0,Touring,2013-07-01,
523,CO-SA-SE-T924,HL TOURING SEAT/SADDLE,23.0,Touring,2013-07-01,
524,CO-MF-FR-M21S-42,LL MOUNTAIN FRAME - SILVER- 42,145.0,Mountain,2013-07-01,
525,CO-MF-FR-M21S-44,LL MOUNTAIN FRAME - SILVER- 44,145.0,Mountain,2013-07-01,
526,CO-MF-FR-M21S-48,LL MOUNTAIN FRAME - SILVER- 48,145.0,Mountain,2013-07-01,
527,CO-MF-FR-M21S-52,LL MOUNTAIN FRAME - SILVER- 52,145.0,Mountain,2013-07-01,
528,AC-TT-TT-M928,MOUNTAIN TIRE TUBE,2.0,Mountain,2013-07-01,
529,AC-TT-TT-R982,ROAD TIRE TUBE,1.0,Roadways,2013-07-01,
530,AC-TT-TT-T092,TOURING TIRE TUBE,2.0,Touring,2013-07-01,
531,CO-MF-FR-M21B-42,LL MOUNTAIN FRAME - BLACK- 42,137.0,Mountain,2013-07-01,
532,CO-MF-FR-M21B-44,LL MOUNTAIN FRAME - BLACK- 44,137.0,Mountain,2013-07-01,
533,CO-MF-FR-M21B-48,LL MOUNTAIN FRAME - BLACK- 48,137.0,Mountain,2013-07-01,
534,CO-MF-FR-M21B-52,LL MOUNTAIN FRAME - BLACK- 52,137.0,Mountain,2013-07-01,
535,AC-TT-TI-M267,LL MOUNTAIN TIRE,9.0,Mountain,2013-07-01,
536,AC-TT-TI-M602,ML MOUNTAIN TIRE,11.0,Mountain,2013-07-01,
537,AC-TT-TI-M823,HL MOUNTAIN TIRE,13.0,Mountain,2013-07-01,
538,AC-TT-TI-R092,LL ROAD TIRE,8.0,Roadways,2013-07-01,
539,AC-TT-TI-R628,ML ROAD TIRE,9.0,Roadways,2013-07-01,
540,AC-TT-TI-R982,HL ROAD TIRE,12.0,Roadways,2013-07-01,
541,AC-TT-TI-T723,TOURING TIRE,11.0,Touring,2013-07-01,
542,CO-PE-PD-M282,LL MOUNTAIN PEDAL,18.0,Mountain,2013-07-01,
543,CO-PE-PD-M340,ML MOUNTAIN PEDAL,28.0,Mountain,2013-07-01,
544,CO-PE-PD-M562,HL MOUNTAIN PEDAL,36.0,Mountain,2013-07-01,
545,CO-PE-PD-R347,LL ROAD PEDAL,18.0,Roadways,2013-07-01,
546,CO-PE-PD-R563,ML ROAD PEDAL,28.0,Roadways,2013-07-01,
547,CO-PE-PD-R853,HL ROAD PEDAL,36.0,Roadways,2013-07-01,
548,CO-PE-PD-T852,TOURING PEDAL,36.0,Touring,2013-07-01,
549,CO-MF-FR-M63S-38,ML MOUNTAIN FRAME-W - SILVER- 38,199.0,Mountain,2013-07-01,
550,CO-MF-FR-M21B-40,LL MOUNTAIN FRAME - BLACK- 40,137.0,Mountain,2013-07-01,
551,CO-MF-FR-M21S-40,LL MOUNTAIN FRAME - SILVER- 40,145.0,Mountain,2013-07-01,
552,CO-DE-FD-2342,FRONT DERAILLEUR,41.0,Unknown,2013-07-01,
553,CO-HB-HB-T721,LL TOURING HANDLEBARS,20.0,Touring,2013-07-01,
554,CO-HB-HB-T928,HL TOURING HANDLEBARS,41.0,Touring,2013-07-01,
555,CO-BR-FB-9873,FRONT BRAKES,47.0,Unknown,2013-07-01,
556,CO-CS-CS-4759,LL CRANKSET,78.0,Unknown,2013-07-01,
557,CO-CS-CS-6583,ML CRANKSET,114.0,Unknown,2013-07-01,
558,CO-CS-CS-9183,HL CRANKSET,180.0,Unknown,2013-07-01,
559,CO-CH-CH-0234,CHAIN,9.0,Unknown,2013-07-01,
560,BI-TB-BK-T44U-60,TOURING-2000 BLUE- 60,755.0,Touring,2013-07-01,
561,BI-TB-BK-T79Y-46,TOURING-1000 YELLOW- 46,1482.0,Touring,2013-07-01,
562,BI-TB-BK-T79Y-50,TOURING-1000 YELLOW- 50,1482.0,Touring,2013-07-01,
563,BI-TB-BK-T79Y-54,TOURING-1000 YELLOW- 54,1482.0,Touring,2013-07-01,
564,BI-TB-BK-T79Y-60,TOURING-1000 YELLOW- 60,1482.0,Touring,2013-07-01,
565,BI-TB-BK-T18U-54,TOURING-3000 BLUE- 54,461.0,Touring,2013-07-01,
566,BI-TB-BK-T18U-58,TOURING-3000 BLUE- 58,461.0,Touring,2013-07-01,
567,BI-TB-BK-T18U-62,TOURING-3000 BLUE- 62,461.0,Touring,2013-07-01,
568,BI-TB-BK-T18Y-44,TOURING-3000 YELLOW- 44,461.0,Touring,2013-07-01,
569,BI-TB-BK-T18Y-50,TOURING-3000 YELLOW- 50,461.0,Touring,2013-07-01,
570,BI-TB-BK-T18Y-54,TOURING-3000 YELLOW- 54,461.0,Touring,2013-07-01,
571,BI-TB-BK-T18Y-58,TOURING-3000 YELLOW- 58,461.0,Touring,2013-07-01,
572,BI-TB-BK-T18Y-62,TOURING-3000 YELLOW- 62,461.0,Touring,2013-07-01,
573,BI-TB-BK-T79U-46,TOURING-1000 BLUE- 46,1482.0,Touring,2013-07-01,
574,BI-TB-BK-T79U-50,TOURING-1000 BLUE- 50,1482.0,Touring,2013-07-01,
575,BI-TB-BK-T79U-54,TOURING-1000 BLUE- 54,1482.0,Touring,2013-07-01,
576,BI-TB-BK-T79U-60,TOURING-1000 BLUE- 60,1482.0,Touring,2013-07-01,
577,BI-TB-BK-T44U-46,TOURING-2000 BLUE- 46,755.0,Touring,2013-07-01,
578,BI-TB-BK-T44U-50,TOURING-2000 BLUE- 50,755.0,Touring,2013-07-01,
579,BI-TB-BK-T44U-54,TOURING-2000 BLUE- 54,755.0,Touring,2013-07-01,
580,BI-RB-BK-R79Y-40,ROAD-350-W YELLOW- 40,1083.0,Roadways,2013-07-01,
581,BI-RB-BK-R79Y-42,ROAD-350-W YELLOW- 42,1083.0,Roadways,2013-07-01,
582,BI-RB-BK-R79Y-44,ROAD-350-W YELLOW- 44,1083.0,Roadways,2013-07-01,
583,BI-RB-BK-R79Y-48,ROAD-350-W YELLOW- 48,1083.0,Roadways,2013-07-01,
584,BI-RB-BK-R19B-58,ROAD-750 BLACK- 58,344.0,Roadways,2013-07-01,
585,BI-TB-BK-T18U-44,TOURING-3000 BLUE- 44,461.0,Touring,2013-07-01,
586,BI-TB-BK-T18U-50,TOURING-3000 BLUE- 50,461.0,Touring,2013-07-01,
587,BI-MB-BK-M38S-38,MOUNTAIN-400-W SILVER- 38,420.0,Mountain,2013-07-01,
588,BI-MB-BK-M38S-40,MOUNTAIN-400-W SILVER- 40,420.0,Mountain,2013-07-01,
589,BI-MB-BK-M38S-42,MOUNTAIN-400-W SILVER- 42,420.0,Mountain,2013-07-01,
590,BI-MB-BK-M38S-46,MOUNTAIN-400-W SILVER- 46,420.0,Mountain,2013-07-01,
591,BI-MB-BK-M18S-40,MOUNTAIN-500 SILVER- 40,308.0,Mountain,2013-07-01,
592,BI-MB-BK-M18S-42,MOUNTAIN-500 SILVER- 42,308.0,Mountain,2013-07-01,
593,BI-MB-BK-M18S-44,MOUNTAIN-500 SILVER- 44,308.0,Mountain,2013-07-01,
594,BI-MB-BK-M18S-48,MOUNTAIN-500 SILVER- 48,308.0,Mountain,2013-07-01,
595,BI-MB-BK-M18S-52,MOUNTAIN-500 SILVER- 52,308.0,Mountain,2013-07-01,
596,BI-MB-BK-M18B-40,MOUNTAIN-500 BLACK- 40,295.0,Mountain,2013-07-01,
597,BI-MB-BK-M18B-42,MOUNTAIN-500 BLACK- 42,295.0,Mountain,2013-07-01,
598,BI-MB-BK-M18B-44,MOUNTAIN-500 BLACK- 44,295.0,Mountain,2013-07-01,
599,BI-MB-BK-M18B-48,MOUNTAIN-500 BLACK- 48,295.0,Mountain,2013-07-01,
600,BI-MB-BK-M18B-52,MOUNTAIN-500 BLACK- 52,295.0,Mountain,2013-07-01,
601,CO-BB-BB-7421,LL BOTTOM BRACKET,24.0,Unknown,2013-07-01,
602,CO-BB-BB-8107,ML BOTTOM BRACKET,45.0,Unknown,2013-07-01,
603,CO-BB-BB-9108,HL BOTTOM BRACKET,54.0,Unknown,2013-07-01,
604,BI-RB-BK-R19B-44,ROAD-750 BLACK- 44,344.0,Roadways,2013-07-01,
605,BI-RB-BK-R19B-48,ROAD-750 BLACK- 48,344.0,Roadways,2013-07-01,
606,BI-RB-BK-R19B-52,ROAD-750 BLACK- 52,344.0,Roadways,2013-07-01,
