S.NO.,product_id,product_key,product_name,category_id,product_category,product_subcategory,product_maintenance,product_cost,product_line,start_date,end_date
176,387,BI-RB-BK-R64Y-44,ROAD-550-W YELLOW- 44,BI-RB,Bikes,Road Bikes,Yes,606.0,Roadways,2012-07-01,2008-12-27
177,388,BI-RB-BK-R64Y-44,ROAD-550-W YELLOW- 44,BI-RB,Bikes,Road Bikes,Yes,713.0,Roadways,2013-07-01,
178,389,BI-RB-BK-R64Y-48,ROAD-550-W YELLOW- 48,BI-RB,Bikes,Road Bikes,Yes,606.0,Roadways,2012-07-01,2008-12-27
179,390,BI-RB-BK-R64Y-48,ROAD-550-W YELLOW- 48,BI-RB,Bikes,Road Bikes,Yes,713.0,Roadways,2013-07-01,
180,391,CO-FO-FK-1639,LL FORK,CO-FO,Components,Forks,Yes,66.0,Unknown,2012-07-01,2008-12-27
181,392,CO-FO-FK-5136,ML FORK,CO-FO,Components,Forks,Yes,78.0,Unknown,2012-07-01,2008-12-27
182,393,CO-FO-FK-9939,HL FORK,CO-FO,Components,Forks,Yes,102.0,Unknown,2012-07-01,2008-12-27
183,394,CO-HS-HS-0296,LL HEADSET,CO-HS,Components,Headsets,No,15.0,Unknown,2012-07-01,2008-12-27
184,395,CO-HS-HS-2451,ML HEADSET,CO-HS,Components,Headsets,No,45.0,Unknown,2012-07-01,2008-12-27
185,396,CO-HS-HS-3479,HL HEADSET,CO-HS,Components,Headsets,No,55.0,Unknown,2012-07-01,2008-12-27
186,397,CO-HB-HB-M243,LL MOUNTAIN HANDLEBARS,CO-HB,Components,Handlebars,No,18.0,Mountain,2012-07-01,2008-12-27
187,398,CO-HB-HB-M243,LL MOUNTAIN HANDLEBARS,CO-HB,Components,Handlebars,No,20.0,Mountain,2013-07-01,
188,399,CO-HB-HB-M763,ML MOUNTAIN HANDLEBARS,CO-HB,Components,Handlebars,No,25.0,Mountain,2012-07-01,2008-12-27
189,400,CO-HB-HB-M763,ML MOUNTAIN HANDLEBARS,CO-HB,Components,Handlebars,No,27.0,Mountain,2013-07-01,
190,401,CO-HB-HB-M918,HL MOUNTAIN HANDLEBARS,CO-HB,Components,Handlebars,No,49.0,Mountain,2012-07-01,2008-12-27
191,402,CO-HB-HB-M918,HL MOUNTAIN HANDLEBARS,CO-HB,Components,Handlebars,No,53.0,Mountain,2013-07-01,
192,403,CO-HB-HB-R504,LL ROAD HANDLEBARS,CO-HB,Components,Handlebars,No,18.0,Roadways,2012-07-01,2008-12-27
193,404,CO-HB-HB-R504,LL ROAD HANDLEBARS,CO-HB,Components,Handlebars,No,20.0,Roadways,2013-07-01,
194,405,CO-HB-HB-R720,ML ROAD HANDLEBARS,CO-HB,Components,Handlebars,No,25.0,Roadways,2012-07-01,2008-12-27
195,406,CO-HB-HB-R720,ML ROAD HANDLEBARS,CO-HB,Components,Handlebars,No,27.0,Roadways,2013-07-01,
196,407,CO-HB-HB-R956,HL ROAD HANDLEBARS,CO-HB,Components,Handlebars,No,49.0,Roadways,2012-07-01,2008-12-27
197,408,CO-HB-HB-R956,HL ROAD HANDLEBARS,CO-HB,Components,Handlebars,No,53.0,Roadways,2013-07-01,
198,409,CO-MF-FR-M63B-38,ML MOUNTAIN FRAME - BLACK- 38,CO-MF,Components,Mountain Frames,Yes,186.0,Mountain,2012-07-01,2008-12-27
199,410,CO-WH-FW-M423,LL MOUNTAIN FRONT WHEEL,CO-WH,Components,Wheels,Yes,27.0,Mountain,2012-07-01,2008-12-27
200,411,CO-WH-FW-M762,ML MOUNTAIN FRONT WHEEL,CO-WH,Components,Wheels,Yes,93.0,Mountain,2012-07-01,2008-12-27
201,412,CO-WH-FW-M928,HL MOUNTAIN FRONT WHEEL,CO-WH,Components,Wheels,Yes,133.0,Mountain,2012-07-01,2008-12-27
202,413,CO-WH-FW-R623,LL ROAD FRONT WHEEL,CO-WH,Components,Wheels,Yes,38.0,Roadways,2012-07-01,2008-12-27
203,414,CO-WH-FW-R762,ML ROAD FRONT WHEEL,CO-WH,Components,Wheels,Yes,110.0,Roadways,2012-07-01,2008-12-27
204,415,CO-WH-FW-R820,HL ROAD FRONT WHEEL,CO-WH,Components,Wheels,Yes,147.0,Roadways,2012-07-01,2008-12-27
205,416,CO-WH-FW-T905,TOURING FRONT WHEEL,CO-WH,Components,Wheels,Yes,97.0,Touring,2012-07-01,2008-12-27
206,417,CO-RF-FR-R72Y-38,ML ROAD FRAME-W - YELLOW- 38,CO-RF,Components,Road Frames,Yes,300.0,Roadways,2012-07-01,2008-12-27
207,418,CO-RF-FR-R72Y-38,ML ROAD FRAME-W - YELLOW- 38,CO-RF,Components,Road Frames,Yes,361.0,Roadways,2013-07-01,
208,419,CO-WH-RW-M423,LL MOUNTAIN REAR WHEEL,CO-WH,Components,Wheels,Yes,39.0,Mountain,2012-07-01,2008-12-27
209,420,CO-WH-RW-M762,ML MOUNTAIN REAR WHEEL,CO-WH,Components,Wheels,Yes,105.0,Mountain,2012-07-01,2008-12-27
210,421,CO-WH-RW-M928,HL MOUNTAIN REAR WHEEL,CO-WH,Components,Wheels,Yes,145.0,Mountain,2012-07-01,2008-12-27
211,422,CO-WH-RW-R623,LL ROAD REAR WHEEL,CO-WH,Components,Wheels,Yes,50.0,Roadways,2012-07-01,2008-12-27
212,423,CO-WH-RW-R762,ML ROAD REAR WHEEL,CO-WH,Components,Wheels,Yes,122.0,Roadways,2012-07-01,2008-12-27
213,424,CO-WH-RW-R820,HL ROAD REAR WHEEL,CO-WH,Components,Wheels,Yes,159.0,Roadways,2012-07-01,2008-12-27
214,425,CO-WH-RW-T905,TOURING REAR WHEEL,CO-WH,Components,Wheels,Yes,109.0,Touring,2012-07-01,2008-12-27
215,426,CO-MF-FR-M63B-40,ML MOUNTAIN FRAME - BLACK- 40,CO-MF,Components,Mountain Frames,Yes,186.0,Mountain,2012-07-01,2008-12-27
216,427,CO-MF-FR-M63B-44,ML MOUNTAIN FRAME - BLACK- 44,CO-MF,Components,Mountain Frames,Yes,186.0,Mountain,2012-07-01,2008-12-27
217,428,CO-MF-FR-M63B-48,ML MOUNTAIN FRAME - BLACK- 48,CO-MF,Components,Mountain Frames,Yes,186.0,Mountain,2012-07-01,2008-12-27
218,429,CO-RF-FR-R72Y-40,ML ROAD FRAME-W - YELLOW- 40,CO-RF,Components,Road Frames,Yes,300.0,Roadways,2012-07-01,2008-12-27
219,430,CO-RF-FR-R72Y-40,ML ROAD FRAME-W - YELLOW- 40,CO-RF,Components,Road Frames,Yes,361.0,Roadways,2013-07-01,
220,431,CO-RF-FR-R72Y-42,ML ROAD FRAME-W - YELLOW- 42,CO-RF,Components,Road Frames,Yes,300.0,Roadways,2012-07-01,2008-12-27
221,432,CO-RF-FR-R72Y-42,ML ROAD FRAME-W - YELLOW- 42,CO-RF,Components,Road Frames,Yes,361.0,Roadways,2013-07-01,
222,433,CO-RF-FR-R72Y-44,ML ROAD FRAME-W - YELLOW- 44,CO-RF,Components,Road Frames,Yes,300.0,Roadways,2012-07-01,2008-12-27
223,434,CO-RF-FR-R72Y-44,ML ROAD FRAME-W - YELLOW- 44,CO-RF,Components,Road Frames,Yes,361.0,Roadways,2013-07-01,
224,435,CO-RF-FR-R72Y-48,ML ROAD FRAME-W - YELLOW- 48,CO-RF,Components,Road Frames,Yes,300.0,Roadways,2012-07-01,2008-12-27
225,436,CO-RF-FR-R72Y-48,ML ROAD FRAME-W - YELLOW- 48,CO-RF,Components,Road Frames,Yes,361.0,Roadways,2013-07-01,
226,437,CO-RF-FR-R92B-62,HL ROAD FRAME - BLACK- 62,CO-RF,Components,Road Frames,Yes,722.0,Roadways,2012-07-01,2008-12-27
227,438,CO-RF-FR-R92B-62,HL ROAD FRAME - BLACK- 62,CO-RF,Components,Road Frames,Yes,869.0,Roadways,2013-07-01,
228,439,CO-RF-FR-R92B-44,HL ROAD FRAME - BLACK- 44,CO-RF,Components,Road Frames,Yes,722.0,Roadways,2012-07-01,2008-12-27
229,440,CO-RF-FR-R92B-44,HL ROAD FRAME - BLACK- 44,CO-RF,Components,Road Frames,Yes,869.0,Roadways,2013-07-01,
230,441,CO-RF-FR-R92B-48,HL ROAD FRAME - BLACK- 48,CO-RF,Components,Road Frames,Yes,722.0,Roadways,2012-07-01,2008-12-27
231,442,CO-RF-FR-R92B-48,HL ROAD FRAME - BLACK- 48,CO-RF,Components,Road Frames,Yes,869.0,Roadways,2013-07-01,
232,443,CO-RF-FR-R92B-52,HL ROAD FRAME - BLACK- 52,CO-RF,Components,Road Frames,Yes,722.0,Roadways,2012-07-01,2008-12-27
233,444,CO-RF-FR-R92B-52,HL ROAD FRAME - BLACK- 52,CO-RF,Components,Road Frames,Yes,869.0,Roadways,2013-07-01,
234,445,CL-SH-SH-M897-S,MEN'S SPORTS SHORTS- S,CL-SH,Clothing,Shorts,No,25.0,Sports,2012-07-01,2008-12-27
235,446,AC-PA-PA-T100,TOURING-PANNIERS- LARGE,AC-PA,Accessories,Panniers,No,52.0,Touring,2012-07-01,2008-12-27
236,447,AC-LO-LO-C100,CABLE LOCK,AC-LO,Accessories,Locks,Yes,10.0,Sports,2012-07-01,2008-12-27
237,448,AC-PU-PU-0452,MINIPUMP,AC-PU,Accessories,Pumps,Yes,8.0,Sports,2012-07-01,2008-12-27
238,449,AC-PU-PU-M044,MOUNTAIN PUMP,AC-PU,Accessories,Pumps,Yes,10.0,Mountain,2012-07-01,2008-12-27
239,450,AC-LI-LT-T990,TAILLIGHTS - BATTERY-POWERED,AC-LI,Accessories,Lights,Yes,6.0,Roadways,2012-07-01,2008-12-27
240,451,AC-LI-LT-H902,HEADLIGHTS - DUAL-BEAM,AC-LI,Accessories,Lights,Yes,14.0,Roadways,2012-07-01,2008-12-27
241,452,AC-LI-LT-H903,HEADLIGHTS - WEATHERPROOF,AC-LI,Accessories,Lights,Yes,19.0,Roadways,2012-07-01,2008-12-27
242,453,CL-SH-SH-M897-M,MEN'S SPORTS SHORTS- M,CL-SH,Clothing,Shorts,No,25.0,Sports,2012-07-01,2008-12-27
243,454,CL-SH-SH-M897-L,MEN'S SPORTS SHORTS- L,CL-SH,Clothing,Shorts,No,25.0,Sports,2012-07-01,2008-12-27
244,455,CL-SH-SH-M897-X,MEN'S SPORTS SHORTS- XL,CL-SH,Clothing,Shorts,No,25.0,Sports,2012-07-01,2008-12-27
245,456,CL-TI-TG-W091-S,WOMEN'S TIGHTS- S,CL-TI,Clothing,Tights,No,31.0,Sports,2012-07-01,2008-12-27
246,457,CL-TI-TG-W091-M,WOMEN'S TIGHTS- M,CL-TI,Clothing,Tights,No,31.0,Sports,2012-07-01,2008-12-27
247,458,CL-TI-TG-W091-L,WOMEN'S TIGHTS- L,CL-TI,Clothing,Tights,No,31.0,Sports,2012-07-01,2008-12-27
248,459,CL-BS-SB-M891-S,MEN'S BIB-SHORTS- S,CL-BS,Clothing,Bib-Shorts,No,37.0,Sports,2012-07-01,2008-12-27
249,460,CL-BS-SB-M891-M,MEN'S BIB-SHORTS- M,CL-BS,Clothing,Bib-Shorts,No,37.0,Sports,2012-07-01,2008-12-27
250,461,CL-BS-SB-M891-L,MEN'S BIB-SHORTS- L,CL-BS,Clothing,Bib-Shorts,No,37.0,Sports,2012-07-01,2008-12-27
251,462,CL-GL-GL-H102-S,HALF-FINGER GLOVES- S,CL-GL,Clothing,Gloves,No,10.0,Sports,2012-07-01,2008-12-27
252,463,CL-GL-GL-H102-S,HALF-FINGER GLOVES- S,CL-GL,Clothing,Gloves,No,9.0,Sports,2013-07-01,
253,464,CL-GL-GL-H102-M,HALF-FINGER GLOVES- M,CL-GL,Clothing,Gloves,No,10.0,Sports,2012-07-01,2008-12-27
254,465,CL-GL-GL-H102-M,HALF-FINGER GLOVES- M,CL-GL,Clothing,Gloves,No,9.0,Sports,2013-07-01,
255,466,CL-GL-GL-H102-L,HALF-FINGER GLOVES- L,CL-GL,Clothing,Gloves,No,10.0,Sports,2012-07-01,2008-12-27
256,467,CL-GL-GL-H102-L,HALF-FINGER GLOVES- L,CL-GL,Clothing,Gloves,No,9.0,Sports,2013-07-01,
257,468,CL-GL-GL-F110-S,FULL-FINGER GLOVES- S,CL-GL,Clothing,Gloves,No,16.0,Mountain,2012-07-01,2008-12-27
258,469,CL-GL-GL-F110-M,FULL-FINGER GLOVES- M,CL-GL,Clothing,Gloves,No,16.0,Mountain,2012-07-01,2008-12-27
259,470,CL-GL-GL-F110-L,FULL-FINGER GLOVES- L,CL-GL,Clothing,Gloves,No,16.0,Mountain,2012-07-01,2008-12-27
260,471,CL-VE-VE-C304-S,CLASSIC VEST- S,CL-VE,Clothing,Vests,No,24.0,Sports,2013-07-01,
261,472,CL-VE-VE-C304-M,CLASSIC VEST- M,CL-VE,Clothing,Vests,No,24.0,Sports,2013-07-01,
262,473,CL-VE-VE-C304-L,CLASSIC VEST- L,CL-VE,Clothing,Vests,No,24.0,Sports,2013-07-01,
263,474,CL-SH-SH-W890-S,WOMEN'S MOUNTAIN SHORTS- S,CL-SH,Clothing,Shorts,No,26.0,Mountain,2013-07-01,
264,475,CL-SH-SH-W890-M,WOMEN'S MOUNTAIN SHORTS- M,CL-SH,Clothing,Shorts,No,26.0,Mountain,2013-07-01,
265,476,CL-SH-SH-W890-L,WOMEN'S MOUNTAIN SHORTS- L,CL-SH,Clothing,Shorts,No,26.0,Mountain,2013-07-01,
266,477,AC-BC-WB-H098,WATER BOTTLE - 30 OZ.,AC-BC,Accessories,Bottles And Cages,No,2.0,Sports,2013-07-01,
267,478,AC-BC-BC-M005,MOUNTAIN BOTTLE CAGE,AC-BC,Accessories,Bottles And Cages,No,4.0,Mountain,2013-07-01,
268,479,AC-BC-BC-R205,ROAD BOTTLE CAGE,AC-BC,Accessories,Bottles And Cages,No,3.0,Roadways,2013-07-01,
269,480,AC-TT-PK-7098,PATCH KIT/8 PATCHES,AC-TT,Accessories,Tires And Tubes,Yes,1.0,Sports,2013-07-01,
270,481,CL-SO-SO-R809-M,RACING SOCKS- M,CL-SO,Clothing,Socks,No,3.0,Roadways,2013-07-01,
271,482,CL-SO-SO-R809-L,RACING SOCKS- L,CL-SO,Clothing,Socks,No,3.0,Roadways,2013-07-01,
272,483,AC-BR-RA-H123,HITCH RACK - 4-BIKE,AC-BR,Accessories,Bike Racks,Yes,45.0,Sports,2013-07-01,
273,484,AC-CL-CL-9009,BIKE WASH - DISSOLVER,AC-CL,Accessories,Cleaners,Yes,3.0,Sports,2013-07-01,
274,485,AC-FE-FE-6654,FENDER SET - MOUNTAIN,AC-FE,Accessories,Fenders,No,8.0,Mountain,2013-07-01,
275,486,AC-BS-ST-1401,ALL-PURPOSE BIKE STAND,AC-BS,Accessories,Bike Stands,No,59.0,Mountain,2013-07-01,
276,487,AC-HP-HY-1023-70,HYDRATION PACK - 70 OZ.,AC-HP,Accessories,Hydration Packs,No,21.0,Sports,2013-07-01,
277,488,CL-JE-SJ-0194-S,SHORT-SLEEVE CLASSIC JERSEY- S,CL-JE,Clothing,Jerseys,No,42.0,Sports,2013-07-01,
278,489,CL-JE-SJ-0194-M,SHORT-SLEEVE CLASSIC JERSEY- M,CL-JE,Clothing,Jerseys,No,42.0,Sports,2013-07-01,
279,490,CL-JE-SJ-0194-L,SHORT-SLEEVE CLASSIC JERSEY- L,CL-JE,Clothing,Jerseys,No,42.0,Sports,2013-07-01,
280,491,CL-JE-SJ-0194-X,SHORT-SLEEVE CLASSIC JERSEY- XL,CL-JE,Clothing,Jerseys,No,42.0,Sports,2013-07-01,
281,492,CO-TF-FR-T98Y-60,HL TOURING FRAME - YELLOW- 60,CO-TF,Components,Touring Frames,Yes,602.0,Touring,2013-07-01,
282,493,CO-TF-FR-T67Y-62,LL TOURING FRAME - YELLOW- 62,CO-TF,Components,Touring Frames,Yes,200.0,Touring,2013-07-01,
283,494,CO-TF-FR-T98Y-46,HL TOURING FRAME - YELLOW- 46,CO-TF,Components,Touring Frames,Yes,602.0,Touring,2013-07-01,
284,495,CO-TF-FR-T98Y-50,HL TOURING FRAME - YELLOW- 50,CO-TF,Components,Touring Frames,Yes,602.0,Touring,2013-07-01,
285,496,CO-TF-FR-T98Y-54,HL TOURING FRAME - YELLOW- 54,CO-TF,Components,Touring Frames,Yes,602.0,Touring,2013-07-01,
286,497,CO-TF-FR-T98U-46,HL TOURING FRAME - BLUE- 46,CO-TF,Components,Touring Frames,Yes,602.0,Touring,2013-07-01,
287,498,CO-TF-FR-T98U-50,HL TOURING FRAME - BLUE- 50,CO-TF,Components,Touring Frames,Yes,602.0,Touring,2013-07-01,
288,499,CO-TF-FR-T98U-54,HL TOURING FRAME - BLUE- 54,CO-TF,Components,Touring Frames,Yes,602.0,Touring,2013-07-01,
289,500,CO-TF-FR-T98U-60,HL TOURING FRAME - BLUE- 60,CO-TF,Components,Touring Frames,Yes,602.0,Touring,2013-07-01,
290,501,CO-DE-RD-2308,REAR DERAILLEUR,CO-DE,Components,Derailleurs,Yes,54.0,Unknown,2013-07-01,
291,502,CO-TF-FR-T67U-50,LL TOURING FRAME - BLUE- 50,CO-TF,Components,Touring Frames,Yes,200.0,Touring,2013-07-01,
292,503,CO-TF-FR-T67U-54,LL TOURING FRAME - BLUE- 54,CO-TF,Components,Touring Frames,Yes,200.0,Touring,2013-07-01,
293,504,CO-TF-FR-T67U-58,LL TOURING FRAME - BLUE- 58,CO-TF,Components,Touring Frames,Yes,200.0,Touring,2013-07-01,
294,505,CO-TF-FR-T67U-62,LL TOURING FRAME - BLUE- 62,CO-TF,Components,Touring Frames,Yes,200.0,Touring,2013-07-01,
295,506,CO-TF-FR-T67Y-44,LL TOURING FRAME - YELLOW- 44,CO-TF,Components,Touring Frames,Yes,200.0,Touring,2013-07-01,
296,507,CO-TF-FR-T67Y-50,LL TOURING FRAME - YELLOW- 50,CO-TF,Components,Touring Frames,Yes,200.0,Touring,2013-07-01,
297,508,CO-TF-FR-T67Y-54,LL TOURING FRAME - YELLOW- 54,CO-TF,Components,Touring Frames,Yes,200.0,Touring,2013-07-01,
298,509,CO-TF-FR-T67Y-58,LL TOURING FRAME - YELLOW- 58,CO-TF,Components,Touring Frames,Yes,200.0,Touring,2013-07-01,
299,510,CO-TF-FR-T67U-44,LL TOURING FRAME - BLUE- 44,CO-TF,Components,Touring Frames,Yes,200.0,Touring,2013-07-01,
300,511,CO-MF-FR-M63S-40,ML MOUNTAIN FRAME-W - SILVER- 40,CO-MF,Components,Mountain Frames,Yes,199.0,Mountain,2013-07-01,
301,512,CO-MF-FR-M63S-42,ML MOUNTAIN FRAME-W - SILVER- 42,CO-MF,Components,Mountain Frames,Yes,199.0,Mountain,2013-07-01,
302,513,CO-MF-FR-M63S-46,ML MOUNTAIN FRAME-W - SILVER- 46,CO-MF,Components,Mountain Frames,Yes,199.0,Mountain,2013-07-01,
303,514,CO-BR-RB-9231,REAR BRAKES,CO-BR,Components,Brakes,Yes,47.0,Unknown,2013-07-01,
304,515,CO-SA-SE-M236,LL MOUNTAIN SEAT/SADDLE,CO-SA,Components,Saddles,No,12.0,Mountain,2013-07-01,
305,516,CO-SA-SE-M798,ML MOUNTAIN SEAT/SADDLE,CO-SA,Components,Saddles,No,17.0,Mountain,2013-07-01,
306,517,CO-SA-SE-M940,HL MOUNTAIN SEAT/SADDLE,CO-SA,Components,Saddles,No,23.0,Mountain,2013-07-01,
307,518,CO-SA-SE-R581,LL ROAD SEAT/SADDLE,CO-SA,Components,Saddles,No,12.0,Roadways,2013-07-01,
308,519,CO-SA-SE-R908,ML ROAD SEAT/SADDLE,CO-SA,Components,Saddles,No,17.0,Touring,2013-07-01,
309,520,CO-SA-SE-R995,HL ROAD SEAT/SADDLE,CO-SA,Components,Saddles,No,23.0,Roadways,2013-07-01,
310,521,CO-SA-SE-T312,LL TOURING SEAT/SADDLE,CO-SA,Components,Saddles,No,12.0,Touring,2013-07-01,
311,522,CO-SA-SE-T762,ML TOURING SEAT/SADDLE,CO-SA,Components,Saddles,No,17.0,Touring,2013-07-01,
312,523,CO-SA-SE-T924,HL TOURING SEAT/SADDLE,CO-SA,Components,Saddles,No,23.0,Touring,2013-07-01,
313,524,CO-MF-FR-M21S-42,LL MOUNTAIN FRAME - SILVER- 42,CO-MF,Components,Mountain Frames,Yes,145.0,Mountain,2013-07-01,
314,525,CO-MF-FR-M21S-44,LL MOUNTAIN FRAME - SILVER- 44,CO-MF,Components,Mountain Frames,Yes,145.0,Mountain,2013-07-01,
315,526,CO-MF-FR-M21S-48,LL MOUNTAIN FRAME - SILVER- 48,CO-MF,Components,Mountain Frames,Yes,145.0,Mountain,2013-07-01,
316,527,CO-MF-FR-M21S-52,LL MOUNTAIN FRAME - SILVER- 52,CO-MF,Components,Mountain Frames,Yes,145.0,Mountain,2013-07-01,
317,528,AC-TT-TT-M928,MOUNTAIN TIRE TUBE,AC-TT,Accessories,Tires And Tubes,Yes,2.0,Mountain,2013-07-01,
318,529,AC-TT-TT-R982,ROAD TIRE TUBE,AC-TT,Accessories,Tires And Tubes,Yes,1.0,Roadways,2013-07-01,
319,530,AC-TT-TT-T092,TOURING TIRE TUBE,AC-TT,Accessories,Tires And Tubes,Yes,2.0,Touring,2013-07-01,
320,531,CO-MF-FR-M21B-42,LL MOUNTAIN FRAME - BLACK- 42,CO-MF,Components,Mountain Frames,Yes,137.0,Mountain,2013-07-01,
321,532,CO-MF-FR-M21B-44,LL MOUNTAIN FRAME - BLACK- 44,CO-MF,Components,Mountain Frames,Yes,137.0,Mountain,2013-07-01,
322,533,CO-MF-FR-M21B-48,LL MOUNTAIN FRAME - BLACK- 48,CO-MF,Components,Mountain Frames,Yes,137.0,Mountain,2013-07-01,
323,534,CO-MF-FR-M21B-52,LL MOUNTAIN FRAME - BLACK- 52,CO-MF,Components,Mountain Frames,Yes,137.0,Mountain,2013-07-01,
324,535,AC-TT-TI-M267,LL MOUNTAIN TIRE,AC-TT,Accessories,Tires And Tubes,Yes,9.0,Mountain,2013-07-01,
325,536,AC-TT-TI-M602,ML MOUNTAIN TIRE,AC-TT,Accessories,Tires And Tubes,Yes,11.0,Mountain,2013-07-01,
326,537,AC-TT-TI-M823,HL MOUNTAIN TIRE,AC-TT,Accessories,Tires And Tubes,Yes,13.0,Mountain,2013-07-01,
327,538,AC-TT-TI-R092,LL ROAD TIRE,AC-TT,Accessories,Tires And Tubes,Yes,8.0,Roadways,2013-07-01,
328,539,AC-TT-TI-R628,ML ROAD TIRE,AC-TT,Accessories,Tires And Tubes,Yes,9.0,Roadways,2013-07-01,
329,540,AC-TT-TI-R982,HL ROAD TIRE,AC-TT,Accessories,Tires And Tubes,Yes,12.0,Roadways,2013-07-01,
330,541,AC-TT-TI-T723,TOURING TIRE,AC-TT,Accessories,Tires And Tubes,Yes,11.0,Touring,2013-07-01,
331,542,CO-PE-PD-M282,LL MOUNTAIN PEDAL,CO-PE,,,,18.0,Mountain,2013-07-01,
332,543,CO-PE-PD-M340,ML MOUNTAIN PEDAL,CO-PE,,,,28.0,Mountain,2013-07-01,
333,544,CO-PE-PD-M562,HL MOUNTAIN PEDAL,CO-PE,,,,36.0,Mountain,2013-07-01,
334,545,CO-PE-PD-R347,LL ROAD PEDAL,CO-PE,,,,18.0,Roadways,2013-07-01,
335,546,CO-PE-PD-R563,ML ROAD PEDAL,CO-PE,,,,28.0,Roadways,2013-07-01,
336,547,CO-PE-PD-R853,HL ROAD PEDAL,CO-PE,,,,36.0,Roadways,2013-07-01,
337,548,CO-PE-PD-T852,TOURING PEDAL,CO-PE,,,,36.0,Touring,2013-07-01,
338,549,CO-MF-FR-M63S-38,ML MOUNTAIN FRAME-W - SILVER- 38,CO-MF,Components,Mountain Frames,Yes,199.0,Mountain,2013-07-01,
339,550,CO-MF-FR-M21B-40,LL MOUNTAIN FRAME - BLACK- 40,CO-MF,Components,Mountain Frames,Yes,137.0,Mountain,2013-07-01,
340,551,CO-MF-FR-M21S-40,LL MOUNTAIN FRAME - SILVER- 40,CO-MF,Components,Mountain Frames,Yes,145.0,Mountain,2013-07-01,
341,552,CO-DE-FD-2342,FRONT DERAILLEUR,CO-DE,Components,Derailleurs,Yes,41.0,Unknown,2013-07-01,
342,553,CO-HB-HB-T721,LL TOURING HANDLEBARS,CO-HB,Components,Handlebars,No,20.0,Touring,2013-07-01,
343,554,CO-HB-HB-T928,HL TOURING HANDLEBARS,CO-HB,Components,Handlebars,No,41.0,Touring,2013-07-01,
344,555,CO-BR-FB-9873,FRONT BRAKES,CO-BR,Components,Brakes,Yes,47.0,Unknown,2013-07-01,
345,556,CO-CS-CS-4759,LL CRANKSET,CO-CS,Components,Cranksets,Yes,78.0,Unknown,2013-07-01,
346,557,CO-CS-CS-6583,ML CRANKSET,CO-CS,Components,Cranksets,Yes,114.0,Unknown,2013-07-01,
347,558,CO-CS-CS-9183,HL CRANKSET,CO-CS,Components,Cranksets,Yes,180.0,Unknown,2013-07-01,
348,559,CO-CH-CH-0234,CHAIN,CO-CH,Components,Chains,Yes,9.0,Unknown,2013-07-01,
349,560,BI-TB-BK-T44U-60,TOURING-2000 BLUE- 60,BI-TB,Bikes,Touring Bikes,Yes,755.0,Touring,2013-07-01,
350,561,BI-TB-BK-T79Y-46,TOURING-1000 YELLOW- 46,BI-TB,Bikes,Touring Bikes,Yes,1482.0,Touring,2013-07-01,
351,562,BI-TB-BK-T79Y-50,TOURING-1000 YELLOW- 50,BI-TB,Bikes,Touring Bikes,Yes,1482.0,Touring,2013-07-01,
352,563,BI-TB-BK-T79Y-54,TOURING-1000 YELLOW- 54,BI-TB,Bikes,Touring Bikes,Yes,1482.0,Touring,2013-07-01,
353,564,BI-TB-BK-T79Y-60,TOURING-1000 YELLOW- 60,BI-TB,Bikes,Touring Bikes,Yes,1482.0,Touring,2013-07-01,
354,565,BI-TB-BK-T18U-54,TOURING-3000 BLUE- 54,BI-TB,Bikes,Touring Bikes,Yes,461.0,Touring,2013-07-01,
355,566,BI-TB-BK-T18U-58,TOURING-3000 BLUE- 58,BI-TB,Bikes,Touring Bikes,Yes,461.0,Touring,2013-07-01,
356,567,BI-TB-BK-T18U-62,TOURING-3000 BLUE- 62,BI-TB,Bikes,Touring Bikes,Yes,461.0,Touring,2013-07-01,
357,568,BI-TB-BK-T18Y-44,TOURING-3000 YELLOW- 44,BI-TB,Bikes,Touring Bikes,Yes,461.0,Touring,2013-07-01,
358,569,BI-TB-BK-T18Y-50,TOURING-3000 YELLOW- 50,BI-TB,Bikes,Touring Bikes,Yes,461.0,Touring,2013-07-01,
359,570,BI-TB-BK-T18Y-54,TOURING-3000 YELLOW- 54,BI-TB,Bikes,Touring Bikes,Yes,461.0,Touring,2013-07-01,
360,571,BI-TB-BK-T18Y-58,TOURING-3000 YELLOW- 58,BI-TB,Bikes,Touring Bikes,Yes,461.0,Touring,2013-07-01,
361,572,BI-TB-BK-T18Y-62,TOURING-3000 YELLOW- 62,BI-TB,Bikes,Touring Bikes,Yes,461.0,Touring,2013-07-01,
362,573,BI-TB-BK-T79U-46,TOURING-1000 BLUE- 46,BI-TB,Bikes,Touring Bikes,Yes,1482.0,Touring,2013-07-01,
363,574,BI-TB-BK-T79U-50,TOURING-1000 BLUE- 50,BI-TB,Bikes,Touring Bikes,Yes,1482.0,Touring,2013-07-01,
364,575,BI-TB-BK-T79U-54,TOURING-1000 BLUE- 54,BI-TB,Bikes,Touring Bikes,Yes,1482.0,Touring,2013-07-01,
365,576,BI-TB-BK-T79U-60,TOURING-1000 BLUE- 60,BI-TB,Bikes,Touring Bikes,Yes,1482.0,Touring,2013-07-01,
366,577,BI-TB-BK-T44U-46,TOURING-2000 BLUE- 46,BI-TB,Bikes,Touring Bikes,Yes,755.0,Touring,2013-07-01,
